Activity_ID,Application_ID,Product_Type,Channel,Stage,Activity_Type,Activity_Timestamp,Performed_By,Status_After_Activity,Activity_Notes,Dedupe_Flag,Dedupe_Match_Type,Existing_Record_Flag,Risk_Grade,Fraud_Flag,Exception_Flag,Bureau_Score,Employment_Verified,Income_Verified,Address_Verified,KYC_Status,UW_Decision,Escalation_Required,Underwriting_Notes,Documents_Collected_Flag,Missing_Documents_Count,PDOC_Status,PDOC_Clearance_Date,PDOC_Notes,Final_Approved_Limit,Disbursement_Date,Activation_Status,Welcome_Kit_Sent,DI_Notes,Stage_Start_Timestamp,Stage_End_Timestamp,Stage_Duration_Minutes,Total_Processing_Days,SLA_Met,Last_Modified_By,Last_Modified_Timestamp,Escalation_Notes,QA_Check_Flag
59,APP005,Credit Card,Partner,DI,Activated,2025-09-05 05:04,Team B,Rejected,Activated done for DI,No,Exact,NA,High,NA,No,307,NA,NA,Yes,Rejected,Approve,No,Notes for DI,NA,2,On Hold,2025-09-05 06:04,PDOC note for APP005,6714,2025-09-05 07:04,Inactive,Yes,DI note for APP005,2025-09-05 02:38,2025-09-05 05:04,146,10,No,System,2025-09-05 05:04,Escalation note for APP005,No
60,APP005,Credit Card,Partner,DI,Welcome Kit Sent,2025-09-05 07:42,Team A,On Hold,Welcome Kit Sent done for DI,NA,Exact,NA,Low,No,No,666,Yes,No,Yes,Pending,Decline,No,Notes for DI,No,1,Rejected,2025-09-05 08:42,PDOC note for APP005,6920,2025-09-05 09:42,Active,NA,DI note for APP005,2025-09-05 05:45,2025-09-05 07:42,117,4,No,Team B,2025-09-05 07:42,Escalation note for APP005,Yes
61,APP006,Other,Online,Sourcing,Submitted,2025-09-06 09:08,Team B,Approved,Submitted done for Sourcing,Yes,None,NA,High,Yes,No,387,NA,NA,No,Cleared,Decline,Yes,Notes for Sourcing,No,0,Pending,2025-09-06 10:08,PDOC note for APP006,6448,2025-09-06 11:08,Active,No,DI note for APP006,2025-09-06 07:00,2025-09-06 09:08,128,8,Yes,Team B,2025-09-06 09:08,Escalation note for APP006,No
62,APP006,Other,Online,Sourcing,Reviewed,2025-09-06 12:48,Auto,Approved,Reviewed done for Sourcing,No,Exact,Yes,Medium,Yes,No,775,No,NA,No,Pending,Approve,No,Notes for Sourcing,No,3,Pending,2025-09-06 13:48,PDOC note for APP006,2762,2025-09-06 14:48,Inactive,NA,DI note for APP006,2025-09-06 09:58,2025-09-06 12:48,170,6,No,Team A,2025-09-06 12:48,Escalation note for APP006,Yes
63,APP006,Other,Online,Dedupe,Checked,2025-09-06 17:07,Team A,On Hold,Checked done for Dedupe,NA,Partial,NA,High,Yes,NA,705,No,Yes,No,Rejected,Hold,No,Notes for Dedupe,NA,1,On Hold,2025-09-06 18:07,PDOC note for APP006,2261,2025-09-06 19:07,Inactive,Yes,DI note for APP006,2025-09-06 13:24,2025-09-06 17:07,223,8,No,Team B,2025-09-06 17:07,Escalation note for APP006,Yes
64,APP006,Other,Online,Dedupe,Flagged,2025-09-06 18:13,Team B,Complete,Flagged done for Dedupe,Yes,None,No,High,No,No,461,No,NA,NA,Pending,Hold,Yes,Notes for Dedupe,Yes,1,Complete,2025-09-06 19:13,PDOC note for APP006,8243,2025-09-06 20:13,Inactive,NA,DI note for APP006,2025-09-06 17:40,2025-09-06 18:13,33,10,No,Team B,2025-09-06 18:13,Escalation note for APP006,No
65,APP006,Other,Online,Underwriting,Verified Documents,2025-09-06 20:14,Auto,Approved,Verified Documents done for Underwriting,Yes,Partial,Yes,Low,No,No,366,No,NA,NA,Cleared,Decline,Yes,Notes for Underwriting,NA,1,Complete,2025-09-06 21:14,PDOC note for APP006,3222,2025-09-06 22:14,Inactive,Yes,DI note for APP006,2025-09-06 19:06,2025-09-06 20:14,68,8,Yes,Team A,2025-09-06 20:14,Escalation note for APP006,No
66,APP006,Other,Online,Underwriting,Decision,2025-09-06 21:34,Team B,Rejected,Decision done for Underwriting,NA,Partial,Yes,Low,Yes,No,424,Yes,NA,NA,Rejected,Hold,Yes,Notes for Underwriting,Yes,1,On Hold,2025-09-06 22:34,PDOC note for APP006,7080,2025-09-06 23:34,Active,Yes,DI note for APP006,2025-09-06 20:45,2025-09-06 21:34,49,4,Yes,System,2025-09-06 21:34,Escalation note for APP006,No
67,APP006,Other,Online,Underwriting,Escalated,2025-09-07 00:43,Auto,Escalated,Escalated done for Underwriting,No,Exact,No,High,Yes,Yes,538,NA,No,Yes,Pending,Decline,NA,Notes for Underwriting,NA,1,Rejected,2025-09-07 01:43,PDOC note for APP006,2180,2025-09-07 02:43,Active,NA,DI note for APP006,2025-09-06 21:50,2025-09-07 00:43,173,1,No,Team A,2025-09-07 00:43,Escalation note for APP006,No
68,APP006,Other,Online,PDOC,Documents Collected,2025-09-07 03:36,Third Party,Complete,Documents Collected done for PDOC,No,Exact,No,High,No,NA,419,NA,Yes,Yes,Pending,Decline,NA,Notes for PDOC,No,0,Escalated,2025-09-07 04:36,PDOC note for APP006,5317,2025-09-07 05:36,Active,Yes,DI note for APP006,2025-09-07 01:39,2025-09-07 03:36,117,3,Yes,Team B,2025-09-07 03:36,Escalation note for APP006,Yes
69,APP006,Other,Online,PDOC,PDOC Reviewed,2025-09-07 04:55,Auto,Pending,PDOC Reviewed done for PDOC,Yes,Exact,Yes,Low,No,No,375,No,Yes,Yes,Rejected,Approve,No,Notes for PDOC,No,1,Approved,2025-09-07 05:55,PDOC note for APP006,6806,2025-09-07 06:55,Active,Yes,DI note for APP006,2025-09-07 03:41,2025-09-07 04:55,74,5,No,Team B,2025-09-07 04:55,Escalation note for APP006,Yes
70,APP006,Other,Online,DI,Disbursed,2025-09-07 08:19,Team B,Pending,Disbursed done for DI,Yes,Exact,No,Low,Yes,NA,411,Yes,Yes,Yes,Rejected,Hold,Yes,Notes for DI,NA,0,Rejected,2025-09-07 09:19,PDOC note for APP006,2915,2025-09-07 10:19,Inactive,Yes,DI note for APP006,2025-09-07 05:19,2025-09-07 08:19,180,5,Yes,System,2025-09-07 08:19,Escalation note for APP006,Yes
71,APP006,Other,Online,DI,Activated,2025-09-07 13:04,Team A,Pending,Activated done for DI,NA,Partial,Yes,High,Yes,No,659,No,Yes,Yes,Rejected,Decline,NA,Notes for DI,No,1,Approved,2025-09-07 14:04,PDOC note for APP006,2672,2025-09-07 15:04,Active,Yes,DI note for APP006,2025-09-07 09:12,2025-09-07 13:04,232,1,Yes,Team B,2025-09-07 13:04,Escalation note for APP006,Yes
72,APP006,Other,Online,DI,Welcome Kit Sent,2025-09-07 16:58,System,Complete,Welcome Kit Sent done for DI,NA,None,No,Low,No,No,798,No,NA,NA,Cleared,Hold,Yes,Notes for DI,Yes,0,Complete,2025-09-07 17:58,PDOC note for APP006,3170,2025-09-07 18:58,Active,NA,DI note for APP006,2025-09-07 13:21,2025-09-07 16:58,217,6,Yes,Team A,2025-09-07 16:58,Escalation note for APP006,Yes
73,APP007,Loan,Online,Sourcing,Submitted,2025-09-04 06:22,Third Party,Approved,Submitted done for Sourcing,NA,None,NA,Low,NA,Yes,693,Yes,NA,NA,Rejected,Decline,NA,Notes for Sourcing,No,1,Complete,2025-09-04 07:22,PDOC note for APP007,8051,2025-09-04 08:22,Inactive,No,DI note for APP007,2025-09-04 05:00,2025-09-04 06:22,82,2,No,System,2025-09-04 06:22,Escalation note for APP007,Yes
74,APP007,Loan,Online,Sourcing,Reviewed,2025-09-04 10:16,System,Escalated,Reviewed done for Sourcing,Yes,Partial,No,High,NA,NA,562,NA,Yes,NA,Cleared,Decline,Yes,Notes for Sourcing,Yes,0,Complete,2025-09-04 11:16,PDOC note for APP007,3305,2025-09-04 12:16,Active,No,DI note for APP007,2025-09-04 07:03,2025-09-04 10:16,193,3,Yes,Team A,2025-09-04 10:16,Escalation note for APP007,No
75,APP007,Loan,Online,Dedupe,Checked,2025-09-04 14:10,Team A,Complete,Checked done for Dedupe,NA,None,No,High,Yes,Yes,898,Yes,Yes,Yes,Rejected,Decline,Yes,Notes for Dedupe,NA,0,Escalated,2025-09-04 15:10,PDOC note for APP007,8767,2025-09-04 16:10,Inactive,Yes,DI note for APP007,2025-09-04 10:22,2025-09-04 14:10,228,1,Yes,Team A,2025-09-04 14:10,Escalation note for APP007,Yes
76,APP007,Loan,Online,Dedupe,Flagged,2025-09-04 17:24,Third Party,Pending,Flagged done for Dedupe,NA,Partial,No,High,No,NA,786,No,NA,NA,Pending,Approve,NA,Notes for Dedupe,NA,1,Approved,2025-09-04 18:24,PDOC note for APP007,6971,2025-09-04 19:24,Inactive,NA,DI note for APP007,2025-09-04 15:09,2025-09-04 17:24,135,8,No,Team B,2025-09-04 17:24,Escalation note for APP007,No
77,APP007,Loan,Online,Underwriting,Verified Documents,2025-09-04 22:06,System,Escalated,Verified Documents done for Underwriting,Yes,Exact,Yes,Medium,Yes,NA,493,NA,Yes,Yes,Rejected,Decline,NA,Notes for Underwriting,No,0,Pending,2025-09-04 23:06,PDOC note for APP007,1785,2025-09-05 00:06,Inactive,No,DI note for APP007,2025-09-04 18:12,2025-09-04 22:06,234,10,Yes,Team B,2025-09-04 22:06,Escalation note for APP007,No
78,APP007,Loan,Online,Underwriting,Decision,2025-09-04 23:00,Auto,Approved,Decision done for Underwriting,No,None,Yes,Low,NA,NA,671,NA,Yes,NA,Rejected,Decline,No,Notes for Underwriting,NA,2,On Hold,2025-09-05 00:00,PDOC note for APP007,6057,2025-09-05 01:00,Active,No,DI note for APP007,2025-09-04 22:27,2025-09-04 23:00,33,10,Yes,Team A,2025-09-04 23:00,Escalation note for APP007,Yes
79,APP007,Loan,Online,Underwriting,Escalated,2025-09-05 01:58,Team B,On Hold,Escalated done for Underwriting,Yes,Exact,NA,Low,Yes,NA,839,No,No,NA,Pending,Approve,No,Notes for Underwriting,NA,3,Approved,2025-09-05 02:58,PDOC note for APP007,6746,2025-09-05 03:58,Active,NA,DI note for APP007,2025-09-04 23:23,2025-09-05 01:58,155,6,Yes,Team B,2025-09-05 01:58,Escalation note for APP007,Yes
80,APP007,Loan,Online,PDOC,Documents Collected,2025-09-05 02:53,System,Complete,Documents Collected done for PDOC,No,None,NA,Low,No,No,537,No,NA,NA,Rejected,Hold,NA,Notes for PDOC,Yes,0,Rejected,2025-09-05 03:53,PDOC note for APP007,9946,2025-09-05 04:53,Active,Yes,DI note for APP007,2025-09-05 02:33,2025-09-05 02:53,20,9,Yes,Team B,2025-09-05 02:53,Escalation note for APP007,Yes
81,APP007,Loan,Online,PDOC,PDOC Reviewed,2025-09-05 05:14,Team A,Approved,PDOC Reviewed done for PDOC,Yes,Partial,Yes,High,No,Yes,411,No,No,NA,Cleared,Hold,NA,Notes for PDOC,No,0,Rejected,2025-09-05 06:14,PDOC note for APP007,9062,2025-09-05 07:14,Active,No,DI note for APP007,2025-09-05 03:09,2025-09-05 05:14,125,5,Yes,System,2025-09-05 05:14,Escalation note for APP007,No
82,APP007,Loan,Online,DI,Disbursed,2025-09-05 09:20,Team B,Pending,Disbursed done for DI,Yes,Partial,NA,Medium,Yes,NA,575,Yes,No,No,Pending,Decline,No,Notes for DI,NA,1,Rejected,2025-09-05 10:20,PDOC note for APP007,5178,2025-09-05 11:20,Inactive,No,DI note for APP007,2025-09-05 06:14,2025-09-05 09:20,186,8,No,Team A,2025-09-05 09:20,Escalation note for APP007,Yes
83,APP007,Loan,Online,DI,Activated,2025-09-05 11:27,Third Party,On Hold,Activated done for DI,Yes,Partial,No,Low,No,No,714,NA,NA,Yes,Pending,Decline,No,Notes for DI,No,3,Pending,2025-09-05 12:27,PDOC note for APP007,9940,2025-09-05 13:27,Inactive,NA,DI note for APP007,2025-09-05 09:58,2025-09-05 11:27,89,9,No,Team B,2025-09-05 11:27,Escalation note for APP007,No
84,APP007,Loan,Online,DI,Welcome Kit Sent,2025-09-05 13:32,Team B,On Hold,Welcome Kit Sent done for DI,No,Partial,No,Medium,No,NA,445,NA,Yes,NA,Rejected,Hold,NA,Notes for DI,Yes,1,Pending,2025-09-05 14:32,PDOC note for APP007,5767,2025-09-05 15:32,Active,NA,DI note for APP007,2025-09-05 11:51,2025-09-05 13:32,101,9,No,Team A,2025-09-05 13:32,Escalation note for APP007,Yes
85,APP008,Loan,TeleSales,Sourcing,Submitted,2025-09-03 05:58,Third Party,Escalated,Submitted done for Sourcing,Yes,Exact,Yes,Medium,No,Yes,649,Yes,NA,NA,Cleared,Approve,NA,Notes for Sourcing,Yes,1,Complete,2025-09-03 06:58,PDOC note for APP008,3731,2025-09-03 07:58,Active,NA,DI note for APP008,2025-09-03 03:00,2025-09-03 05:58,178,3,No,Team A,2025-09-03 05:58,Escalation note for APP008,Yes
86,APP008,Loan,TeleSales,Sourcing,Reviewed,2025-09-03 08:40,Third Party,Pending,Reviewed done for Sourcing,NA,Partial,Yes,Low,No,NA,597,No,No,NA,Rejected,Approve,NA,Notes for Sourcing,NA,2,Rejected,2025-09-03 09:40,PDOC note for APP008,8569,2025-09-03 10:40,Inactive,NA,DI note for APP008,2025-09-03 06:20,2025-09-03 08:40,140,2,Yes,System,2025-09-03 08:40,Escalation note for APP008,No
87,APP008,Loan,TeleSales,Dedupe,Checked,2025-09-03 10:45,Auto,Escalated,Checked done for Dedupe,No,Partial,NA,High,Yes,Yes,607,NA,No,No,Pending,Approve,NA,Notes for Dedupe,Yes,0,Complete,2025-09-03 11:45,PDOC note for APP008,9968,2025-09-03 12:45,Active,NA,DI note for APP008,2025-09-03 09:35,2025-09-03 10:45,70,2,No,Team B,2025-09-03 10:45,Escalation note for APP008,No
88,APP008,Loan,TeleSales,Dedupe,Flagged,2025-09-03 12:29,Third Party,Rejected,Flagged done for Dedupe,NA,Partial,NA,Low,NA,No,321,Yes,Yes,No,Cleared,Decline,Yes,Notes for Dedupe,Yes,2,Escalated,2025-09-03 13:29,PDOC note for APP008,4102,2025-09-03 14:29,Active,NA,DI note for APP008,2025-09-03 11:20,2025-09-03 12:29,69,5,Yes,System,2025-09-03 12:29,Escalation note for APP008,Yes
89,APP008,Loan,TeleSales,Underwriting,Verified Documents,2025-09-03 13:57,Team B,Pending,Verified Documents done for Underwriting,NA,Partial,No,High,Yes,No,834,NA,NA,NA,Pending,Decline,NA,Notes for Underwriting,NA,0,Complete,2025-09-03 14:57,PDOC note for APP008,5367,2025-09-03 15:57,Inactive,No,DI note for APP008,2025-09-03 13:19,2025-09-03 13:57,38,4,Yes,System,2025-09-03 13:57,Escalation note for APP008,No
90,APP008,Loan,TeleSales,Underwriting,Decision,2025-09-03 15:04,Third Party,Approved,Decision done for Underwriting,NA,None,No,High,No,NA,328,Yes,Yes,No,Cleared,Decline,Yes,Notes for Underwriting,Yes,2,Rejected,2025-09-03 16:04,PDOC note for APP008,1458,2025-09-03 17:04,Active,NA,DI note for APP008,2025-09-03 14:27,2025-09-03 15:04,37,5,No,System,2025-09-03 15:04,Escalation note for APP008,No
91,APP008,Loan,TeleSales,Underwriting,Escalated,2025-09-03 18:35,Team B,Approved,Escalated done for Underwriting,No,None,Yes,Low,NA,No,325,No,NA,NA,Rejected,Approve,Yes,Notes for Underwriting,No,1,Complete,2025-09-03 19:35,PDOC note for APP008,3514,2025-09-03 20:35,Active,No,DI note for APP008,2025-09-03 15:12,2025-09-03 18:35,203,4,Yes,System,2025-09-03 18:35,Escalation note for APP008,No
92,APP008,Loan,TeleSales,PDOC,Documents Collected,2025-09-03 21:48,Team B,Rejected,Documents Collected done for PDOC,Yes,Exact,No,Low,No,Yes,419,No,No,NA,Rejected,Approve,Yes,Notes for PDOC,Yes,3,Approved,2025-09-03 22:48,PDOC note for APP008,6155,2025-09-03 23:48,Inactive,NA,DI note for APP008,2025-09-03 19:03,2025-09-03 21:48,165,9,Yes,Team B,2025-09-03 21:48,Escalation note for APP008,Yes
93,APP008,Loan,TeleSales,PDOC,PDOC Reviewed,2025-09-03 23:12,System,Rejected,PDOC Reviewed done for PDOC,No,Exact,No,High,No,Yes,379,No,Yes,NA,Pending,Decline,No,Notes for PDOC,NA,0,Escalated,2025-09-04 00:12,PDOC note for APP008,4879,2025-09-04 01:12,Active,No,DI note for APP008,2025-09-03 22:23,2025-09-03 23:12,49,4,Yes,Team B,2025-09-03 23:12,Escalation note for APP008,No
94,APP008,Loan,TeleSales,DI,Disbursed,2025-09-04 01:58,Team A,Approved,Disbursed done for DI,Yes,Partial,No,Medium,NA,No,459,NA,NA,No,Pending,Approve,NA,Notes for DI,No,2,On Hold,2025-09-04 02:58,PDOC note for APP008,6091,2025-09-04 03:58,Inactive,No,DI note for APP008,2025-09-03 23:51,2025-09-04 01:58,127,10,Yes,Team A,2025-09-04 01:58,Escalation note for APP008,No
95,APP008,Loan,TeleSales,DI,Activated,2025-09-04 04:47,Auto,Complete,Activated done for DI,No,None,No,Medium,No,NA,775,NA,Yes,No,Pending,Decline,No,Notes for DI,Yes,3,Complete,2025-09-04 05:47,PDOC note for APP008,3879,2025-09-04 06:47,Active,Yes,DI note for APP008,2025-09-04 02:50,2025-09-04 04:47,117,4,Yes,Team A,2025-09-04 04:47,Escalation note for APP008,Yes
96,APP008,Loan,TeleSales,DI,Welcome Kit Sent,2025-09-04 05:27,Team B,Rejected,Welcome Kit Sent done for DI,No,None,No,Medium,Yes,No,348,Yes,NA,NA,Pending,Decline,No,Notes for DI,No,2,Approved,2025-09-04 06:27,PDOC note for APP008,5002,2025-09-04 07:27,Inactive,NA,DI note for APP008,2025-09-04 05:05,2025-09-04 05:27,22,8,No,Team A,2025-09-04 05:27,Escalation note for APP008,Yes
97,APP009,Credit Card,Partner,Sourcing,Submitted,2025-09-08 07:29,System,On Hold,Submitted done for Sourcing,NA,None,No,Medium,Yes,Yes,727,No,NA,Yes,Cleared,Hold,NA,Notes for Sourcing,NA,1,Escalated,2025-09-08 08:29,PDOC note for APP009,5832,2025-09-08 09:29,Inactive,No,DI note for APP009,2025-09-08 06:00,2025-09-08 07:29,89,7,No,Team A,2025-09-08 07:29,Escalation note for APP009,Yes
98,APP009,Credit Card,Partner,Sourcing,Reviewed,2025-09-08 11:13,System,On Hold,Reviewed done for Sourcing,No,Exact,Yes,Medium,NA,NA,887,Yes,NA,No,Pending,Approve,Yes,Notes for Sourcing,Yes,0,Escalated,2025-09-08 12:13,PDOC note for APP009,8682,2025-09-08 13:13,Active,No,DI note for APP009,2025-09-08 07:53,2025-09-08 11:13,200,5,No,System,2025-09-08 11:13,Escalation note for APP009,Yes
99,APP009,Credit Card,Partner,Dedupe,Checked,2025-09-08 13:35,Team A,Rejected,Checked done for Dedupe,No,Exact,NA,High,NA,Yes,449,No,Yes,NA,Rejected,Approve,No,Notes for Dedupe,NA,3,Escalated,2025-09-08 14:35,PDOC note for APP009,6624,2025-09-08 15:35,Inactive,NA,DI note for APP009,2025-09-08 11:20,2025-09-08 13:35,135,8,No,Team A,2025-09-08 13:35,Escalation note for APP009,No
100,APP009,Credit Card,Partner,Dedupe,Flagged,2025-09-08 16:22,Third Party,Pending,Flagged done for Dedupe,Yes,Partial,Yes,High,NA,NA,713,Yes,NA,NA,Rejected,Approve,No,Notes for Dedupe,NA,2,Approved,2025-09-08 17:22,PDOC note for APP009,2561,2025-09-08 18:22,Active,No,DI note for APP009,2025-09-08 14:05,2025-09-08 16:22,137,4,No,Team A,2025-09-08 16:22,Escalation note for APP009,No
101,APP009,Credit Card,Partner,Underwriting,Verified Documents,2025-09-08 18:50,Team A,On Hold,Verified Documents done for Underwriting,No,None,No,Low,Yes,NA,432,No,NA,Yes,Cleared,Approve,No,Notes for Underwriting,Yes,2,Escalated,2025-09-08 19:50,PDOC note for APP009,3365,2025-09-08 20:50,Inactive,NA,DI note for APP009,2025-09-08 16:27,2025-09-08 18:50,143,10,No,System,2025-09-08 18:50,Escalation note for APP009,Yes
102,APP009,Credit Card,Partner,Underwriting,Decision,2025-09-08 22:04,System,Approved,Decision done for Underwriting,NA,Exact,NA,High,Yes,No,762,Yes,No,No,Pending,Hold,NA,Notes for Underwriting,NA,3,Escalated,2025-09-08 23:04,PDOC note for APP009,7740,2025-09-09 00:04,Inactive,Yes,DI note for APP009,2025-09-08 19:10,2025-09-08 22:04,174,8,Yes,System,2025-09-08 22:04,Escalation note for APP009,No
103,APP009,Credit Card,Partner,Underwriting,Escalated,2025-09-09 00:19,Team B,On Hold,Escalated done for Underwriting,NA,Exact,Yes,Medium,No,No,878,NA,Yes,NA,Pending,Approve,Yes,Notes for Underwriting,No,3,Complete,2025-09-09 01:19,PDOC note for APP009,7413,2025-09-09 02:19,Inactive,No,DI note for APP009,2025-09-08 22:21,2025-09-09 00:19,118,1,No,Team A,2025-09-09 00:19,Escalation note for APP009,Yes
104,APP009,Credit Card,Partner,PDOC,Documents Collected,2025-09-09 03:08,Auto,Rejected,Documents Collected done for PDOC,NA,Partial,No,High,Yes,Yes,522,No,Yes,NA,Rejected,Decline,No,Notes for PDOC,Yes,2,On Hold,2025-09-09 04:08,PDOC note for APP009,4048,2025-09-09 05:08,Inactive,Yes,DI note for APP009,2025-09-09 00:58,2025-09-09 03:08,130,9,No,Team B,2025-09-09 03:08,Escalation note for APP009,Yes
105,APP009,Credit Card,Partner,PDOC,PDOC Reviewed,2025-09-09 05:04,Auto,Approved,PDOC Reviewed done for PDOC,Yes,Partial,No,High,Yes,NA,696,NA,NA,NA,Rejected,Decline,NA,Notes for PDOC,No,0,Pending,2025-09-09 06:04,PDOC note for APP009,2942,2025-09-09 07:04,Active,No,DI note for APP009,2025-09-09 03:47,2025-09-09 05:04,77,4,No,Team B,2025-09-09 05:04,Escalation note for APP009,Yes
106,APP009,Credit Card,Partner,DI,Disbursed,2025-09-09 08:18,Team B,On Hold,Disbursed done for DI,NA,Partial,Yes,Low,NA,Yes,354,No,NA,No,Pending,Hold,No,Notes for DI,No,0,Complete,2025-09-09 09:18,PDOC note for APP009,6047,2025-09-09 10:18,Active,NA,DI note for APP009,2025-09-09 05:38,2025-09-09 08:18,160,9,No,Team B,2025-09-09 08:18,Escalation note for APP009,Yes
107,APP009,Credit Card,Partner,DI,Activated,2025-09-09 11:18,Team A,Complete,Activated done for DI,No,Partial,NA,Medium,NA,No,316,NA,No,NA,Rejected,Decline,No,Notes for DI,Yes,3,Approved,2025-09-09 12:18,PDOC note for APP009,9284,2025-09-09 13:18,Inactive,Yes,DI note for APP009,2025-09-09 08:24,2025-09-09 11:18,174,5,Yes,Team A,2025-09-09 11:18,Escalation note for APP009,No
108,APP009,Credit Card,Partner,DI,Welcome Kit Sent,2025-09-09 12:19,Team B,Rejected,Welcome Kit Sent done for DI,No,Partial,Yes,Low,NA,NA,448,Yes,NA,Yes,Pending,Approve,No,Notes for DI,Yes,0,Rejected,2025-09-09 13:19,PDOC note for APP009,5059,2025-09-09 14:19,Active,No,DI note for APP009,2025-09-09 12:02,2025-09-09 12:19,17,7,Yes,Team A,2025-09-09 12:19,Escalation note for APP009,Yes
109,APP010,Other,Partner,Sourcing,Submitted,2025-09-10 01:48,Team A,On Hold,Submitted done for Sourcing,No,None,NA,Medium,NA,NA,509,Yes,No,NA,Rejected,Approve,Yes,Notes for Sourcing,No,3,Rejected,2025-09-10 02:48,PDOC note for APP010,7874,2025-09-10 03:48,Active,NA,DI note for APP010,2025-09-10 00:00,2025-09-10 01:48,108,7,Yes,Team B,2025-09-10 01:48,Escalation note for APP010,No
110,APP010,Other,Partner,Sourcing,Reviewed,2025-09-10 03:37,Auto,Pending,Reviewed done for Sourcing,No,Exact,NA,Medium,NA,No,887,Yes,Yes,No,Rejected,Hold,Yes,Notes for Sourcing,No,1,Escalated,2025-09-10 04:37,PDOC note for APP010,8041,2025-09-10 05:37,Active,Yes,DI note for APP010,2025-09-10 02:03,2025-09-10 03:37,94,8,No,Team A,2025-09-10 03:37,Escalation note for APP010,Yes
111,APP010,Other,Partner,Dedupe,Checked,2025-09-10 06:04,Team A,Complete,Checked done for Dedupe,NA,Exact,Yes,Low,Yes,NA,890,Yes,NA,NA,Pending,Decline,Yes,Notes for Dedupe,NA,2,Rejected,2025-09-10 07:04,PDOC note for APP010,8646,2025-09-10 08:04,Inactive,NA,DI note for APP010,2025-09-10 04:36,2025-09-10 06:04,88,4,No,Team B,2025-09-10 06:04,Escalation note for APP010,Yes
112,APP010,Other,Partner,Dedupe,Flagged,2025-09-10 10:14,Third Party,Pending,Flagged done for Dedupe,No,Partial,NA,Low,NA,Yes,859,No,No,Yes,Cleared,Decline,NA,Notes for Dedupe,No,1,Complete,2025-09-10 11:14,PDOC note for APP010,6642,2025-09-10 12:14,Active,No,DI note for APP010,2025-09-10 06:34,2025-09-10 10:14,220,9,No,System,2025-09-10 10:14,Escalation note for APP010,Yes
113,APP010,Other,Partner,Underwriting,Verified Documents,2025-09-10 13:59,Third Party,Approved,Verified Documents done for Underwriting,NA,None,Yes,Medium,No,Yes,522,NA,Yes,No,Pending,Hold,Yes,Notes for Underwriting,NA,1,Pending,2025-09-10 14:59,PDOC note for APP010,6782,2025-09-10 15:59,Inactive,No,DI note for APP010,2025-09-10 11:04,2025-09-10 13:59,175,10,No,Team B,2025-09-10 13:59,Escalation note for APP010,No
114,APP010,Other,Partner,Underwriting,Decision,2025-09-10 17:09,Auto,Pending,Decision done for Underwriting,Yes,Exact,No,Medium,Yes,No,806,No,Yes,NA,Cleared,Decline,NA,Notes for Underwriting,Yes,1,Complete,2025-09-10 18:09,PDOC note for APP010,7782,2025-09-10 19:09,Inactive,No,DI note for APP010,2025-09-10 14:24,2025-09-10 17:09,165,5,Yes,Team A,2025-09-10 17:09,Escalation note for APP010,Yes
115,APP010,Other,Partner,Underwriting,Escalated,2025-09-10 20:13,Team B,On Hold,Escalated done for Underwriting,NA,Exact,Yes,High,Yes,No,609,Yes,Yes,NA,Cleared,Approve,No,Notes for Underwriting,Yes,2,On Hold,2025-09-10 21:13,PDOC note for APP010,1494,2025-09-10 22:13,Inactive,Yes,DI note for APP010,2025-09-10 17:22,2025-09-10 20:13,171,8,No,Team B,2025-09-10 20:13,Escalation note for APP010,Yes
116,APP010,Other,Partner,PDOC,Documents Collected,2025-09-11 00:46,Auto,Complete,Documents Collected done for PDOC,NA,Exact,NA,Low,Yes,No,850,Yes,Yes,Yes,Rejected,Approve,NA,Notes for PDOC,No,3,Pending,2025-09-11 01:46,PDOC note for APP010,6157,2025-09-11 02:46,Active,No,DI note for APP010,2025-09-10 20:57,2025-09-11 00:46,229,7,Yes,Team B,2025-09-11 00:46,Escalation note for APP010,Yes
